detector,commissioning_size,seed,reconstructed_threshold,frozen_threshold,reconstructed_fpr,frozen_fpr,reconstructed_recall,frozen_recall,reconstructed_retained_features,frozen_retained_features,reconstructed_target_weight,frozen_target_weight,passed
SourceOnly,50,13,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,50,13,64.77523859458303,64.77523859458296,0.0,0.0,1.0,1.0,532,532,,,True
Pooled,50,13,57.802541550506334,57.80254155050638,0.01,0.01,0.5139072847682119,0.5139072847682119,542,542,,,True
RACE,50,13,60.56838450131998,60.568384501320025,0.01,0.01,0.40264900662251657,0.4026490066225165,542,542,0.45454545454545453,0.4545454545454545,True
SourceOnly,100,13,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,100,13,41.75532769675189,41.75532769675191,0.0,0.0,1.0,1.0,533,533,,,True
Pooled,100,13,41.34245602217371,41.34245602217376,0.0,0.0,0.7748344370860927,0.7748344370860927,542,542,,,True
RACE,100,13,32.891363198871204,32.89136319887124,0.0,0.0,0.9894039735099338,0.9894039735099338,542,542,0.625,0.625,True
SourceOnly,10,14,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,10,14,22539.233130593726,22539.23313059369,0.0,0.0,0.5576158940397351,0.5576158940397351,528,528,,,True
Pooled,10,14,60.844229842329256,60.84422984232929,0.0,0.0,0.5099337748344371,0.5099337748344371,542,542,,,True
RACE,10,14,53.92112528855593,53.92112528855597,0.0,0.0,0.4052980132450331,0.4052980132450331,542,542,0.14285714285714285,0.1428571428571428,True
SourceOnly,25,14,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,25,14,23591.76566580769,23591.765665807656,0.0,0.0,0.42649006622516555,0.4264900662251655,532,532,,,True
Pooled,25,14,59.343984047273636,59.343984047273786,0.0,0.0,0.5086092715231788,0.5086092715231788,542,542,,,True
RACE,25,14,52.802174710419386,52.802174710419365,0.0,0.0,0.4,0.4,542,542,0.29411764705882354,0.2941176470588235,True
SourceOnly,50,14,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,50,14,33.41419912289366,33.41419912289365,0.01,0.01,1.0,1.0,534,534,,,True
Pooled,50,14,42.09962862069828,42.09962862069824,0.0,0.0,0.7615894039735099,0.7615894039735099,542,542,,,True
RACE,50,14,30.250175640677085,30.25017564067708,0.01,0.01,0.9271523178807947,0.9271523178807948,542,542,0.45454545454545453,0.4545454545454545,True
SourceOnly,100,14,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,100,14,37.361846921821034,37.36184692182102,0.01,0.01,1.0,1.0,534,534,,,True
Pooled,100,14,41.45490722662285,41.45490722662274,0.0,0.0,0.7735099337748345,0.7735099337748345,542,542,,,True
RACE,100,14,32.88029198995945,32.88029198995939,0.01,0.01,0.9894039735099338,0.9894039735099338,542,542,0.625,0.625,True
SourceOnly,10,15,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,10,15,23840.531533776524,23840.53153377653,0.01,0.01,0.5695364238410596,0.5695364238410596,530,530,,,True
Pooled,10,15,66.27120792283195,66.27120792283203,0.04,0.04,0.5258278145695364,0.5258278145695364,542,542,,,True
RACE,10,15,56.36749025070987,56.36749025070996,0.0,0.0,0.46357615894039733,0.4635761589403973,542,542,0.14285714285714285,0.1428571428571428,True
SourceOnly,25,15,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,25,15,42.00579005575099,42.00579005575098,0.03,0.03,1.0,1.0,533,533,,,True
Pooled,25,15,41.77331927320459,41.773319273204656,0.02,0.02,0.8264900662251655,0.8264900662251655,542,542,,,True
RACE,25,15,32.68998132482922,32.689981324829226,0.01,0.01,0.8993377483443709,0.8993377483443709,542,542,0.29411764705882354,0.2941176470588235,True
SourceOnly,50,15,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,50,15,42.32289571695416,42.32289571695418,0.04,0.04,1.0,1.0,534,534,,,True
Pooled,50,15,41.23152566249698,41.231525662497006,0.0,0.0,0.8052980132450331,0.8052980132450331,542,542,,,True
RACE,50,15,33.200200459626814,33.2002004596268,0.02,0.02,0.9417218543046357,0.9417218543046356,542,542,0.45454545454545453,0.4545454545454545,True
SourceOnly,100,15,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,100,15,39.42219774811854,39.42219774811851,0.04,0.04,1.0,1.0,535,535,,,True
Pooled,100,15,41.16414862285225,41.16414862285223,0.0,0.0,0.7894039735099337,0.7894039735099337,542,542,,,True
RACE,100,15,35.466419848028096,35.466419848028075,0.01,0.01,0.9629139072847682,0.9629139072847682,542,542,0.625,0.625,True
SourceOnly,10,16,61.968002022180706,61.96800202218071,0.01,0.01,0.5086092715231788,0.5086092715231788,540,540,,,True
TargetOnly,10,16,105.31650239268049,105.31650239268062,0.01,0.01,1.0,1.0,529,529,,,True
Pooled,10,16,63.01454515461108,63.01454515461107,0.0,0.0,0.5655629139072847,0.5655629139072847,542,542,,,True
RACE,10,16,56.58060713820168,56.58060713820168,0.01,0.01,0.45827814569536424,0.4582781456953642,542,542,0.14285714285714285,0.1428571428571428,True
SourceOnly,25,16,61.968002022180706,61.96800202218071,0.01,0.01,0.5086092715231788,0.5086092715231788,540,540,,,True
TargetOnly,25,16,104.2905612923554,104.29056129235516,0.01,0.01,1.0,1.0,533,533,,,True
Pooled,25,16,41.15247830801736,41.15247830801728,0.01,0.01,0.8490066225165563,0.8490066225165563,542,542,,,True
RACE,25,16,30.217259365748188,30.217259365748166,0.02,0.02,0.937748344370861,0.937748344370861,542,542,0.29411764705882354,0.2941176470588235,True
SourceOnly,50,16,61.968002022180706,61.96800202218071,0.01,0.01,0.5086092715231788,0.5086092715231788,540,540,,,True
TargetOnly,50,16,115.93507028204121,115.93507028204124,0.01,0.01,1.0,1.0,534,534,,,True
Pooled,50,16,40.730105816484375,40.730105816484354,0.01,0.01,0.8317880794701987,0.8317880794701987,542,542,,,True
RACE,50,16,30.885189709695318,30.88518970969534,0.02,0.02,0.9708609271523179,0.970860927152318,542,542,0.45454545454545453,0.4545454545454545,True
SourceOnly,100,16,61.968002022180706,61.96800202218071,0.01,0.01,0.5086092715231788,0.5086092715231788,540,540,,,True
TargetOnly,100,16,129.09812227377543,129.09812227377552,0.01,0.01,1.0,1.0,535,535,,,True
Pooled,100,16,40.66710543419002,40.667105434190056,0.01,0.01,0.8132450331125828,0.8132450331125828,542,542,,,True
RACE,100,16,33.84651751950864,33.84651751950865,0.02,0.02,0.9920529801324504,0.9920529801324504,542,542,0.625,0.625,True
SourceOnly,10,17,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,10,17,38.859464216968604,38.85946421696862,0.03,0.03,1.0,1.0,529,529,,,True
Pooled,10,17,59.428574655558094,59.42857465555818,0.0,0.0,0.519205298013245,0.519205298013245,542,542,,,True
RACE,10,17,56.97260661221084,56.97260661221087,0.0,0.0,0.43443708609271525,0.4344370860927152,542,542,0.14285714285714285,0.1428571428571428,True
SourceOnly,25,17,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,25,17,42.538457082164754,42.53845708216468,0.02,0.02,1.0,1.0,530,530,,,True
Pooled,25,17,58.06452554983143,58.06452554983165,0.01,0.01,0.5231788079470199,0.5231788079470199,542,542,,,True
RACE,25,17,55.28958929295816,55.289589292958105,0.01,0.01,0.40794701986754967,0.4079470198675496,542,542,0.29411764705882354,0.2941176470588235,True
SourceOnly,50,17,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,50,17,35.47949453835724,35.479494538357244,0.03,0.03,1.0,1.0,532,532,,,True
Pooled,50,17,57.45126476781161,57.45126476781149,0.01,0.01,0.5258278145695364,0.5258278145695364,542,542,,,True
RACE,50,17,59.221344254243355,59.22134425424344,0.01,0.01,0.4013245033112583,0.4013245033112583,542,542,0.45454545454545453,0.4545454545454545,True
SourceOnly,100,17,62.880289611075185,62.88028961107517,0.0,0.0,0.49933774834437084,0.4993377483443708,540,540,,,True
TargetOnly,100,17,84.70725524903742,84.70725524903735,0.04,0.04,1.0,1.0,534,534,,,True
Pooled,100,17,44.481980960773456,44.48198096077351,0.01,0.01,0.6913907284768211,0.6913907284768211,543,543,,,True
RACE,100,17,37.93858218853599,37.93858218853605,0.0,0.0,0.8079470198675497,0.8079470198675497,543,543,0.625,0.625,True
SourceOnly,10,18,51.03482439502577,51.03482439502569,0.03,0.03,0.6119205298013245,0.6119205298013245,540,540,,,True
TargetOnly,10,18,19984.692260529155,19984.69226052916,0.01,0.01,0.5536423841059602,0.5536423841059602,530,530,,,True
Pooled,10,18,58.81745140228445,58.817451402284576,0.05,0.05,0.5973509933774834,0.5973509933774834,542,542,,,True
RACE,10,18,47.96790192569767,47.96790192569768,0.03,0.03,0.5417218543046357,0.5417218543046357,542,542,0.14285714285714285,0.1428571428571428,True
SourceOnly,25,18,51.03482439502577,51.03482439502569,0.03,0.03,0.6119205298013245,0.6119205298013245,540,540,,,True
TargetOnly,25,18,65.47213382779077,65.4721338277908,0.01,0.01,1.0,1.0,532,532,,,True
Pooled,25,18,46.919144332769896,46.919144332769896,0.03,0.03,0.6821192052980133,0.6821192052980133,542,542,,,True
RACE,25,18,46.0720647892994,46.072064789299446,0.03,0.03,0.5205298013245033,0.5205298013245033,542,542,0.29411764705882354,0.2941176470588235,True
SourceOnly,50,18,51.03482439502577,51.03482439502569,0.03,0.03,0.6119205298013245,0.6119205298013245,540,540,,,True
TargetOnly,50,18,64.60430945276067,64.60430945276072,0.01,0.01,1.0,1.0,532,532,,,True
Pooled,50,18,46.90555945582452,46.9055594558246,0.03,0.03,0.6609271523178808,0.6609271523178808,542,542,,,True
RACE,50,18,48.72690042410193,48.72690042410186,0.03,0.03,0.5099337748344371,0.5099337748344371,542,542,0.45454545454545453,0.4545454545454545,True
SourceOnly,100,18,51.03482439502577,51.03482439502569,0.03,0.03,0.6119205298013245,0.6119205298013245,540,540,,,True
TargetOnly,100,18,40.9171779014884,40.91717790148838,0.01,0.01,1.0,1.0,533,533,,,True
Pooled,100,18,46.464412235329725,46.46441223532968,0.03,0.03,0.6476821192052981,0.6476821192052981,542,542,,,True
RACE,100,18,53.845592179144475,53.84559217914437,0.03,0.03,0.48079470198675495,0.4807947019867549,542,542,0.625,0.625,True
SourceOnly,10,19,42.22916597679238,42.22916597679236,0.02,0.02,0.8543046357615894,0.8543046357615894,540,540,,,True
TargetOnly,10,19,17947.34272121338,17947.34272121338,0.0,0.0,0.14701986754966886,0.1470198675496688,527,527,,,True
Pooled,10,19,52.461037517359266,52.461037517359294,0.01,0.01,0.633112582781457,0.633112582781457,542,542,,,True
RACE,10,19,40.87708790415147,40.87708790415145,0.02,0.02,0.6516556291390728,0.6516556291390728,542,542,0.14285714285714285,0.1428571428571428,True
SourceOnly,25,19,42.22916597679238,42.22916597679236,0.02,0.02,0.8543046357615894,0.8543046357615894,540,540,,,True
TargetOnly,25,19,25734.868293622025,25734.868293622025,0.0,0.0,0.14701986754966886,0.1470198675496688,531,531,,,True
Pooled,25,19,41.30110085596701,41.30110085596704,0.02,0.02,0.8357615894039735,0.8357615894039735,542,542,,,True
RACE,25,19,35.6363979941241,35.6363979941241,0.02,0.02,0.7841059602649006,0.7841059602649006,542,542,0.29411764705882354,0.2941176470588235,True
SourceOnly,50,19,42.22916597679238,42.22916597679236,0.02,0.02,0.8543046357615894,0.8543046357615894,540,540,,,True
TargetOnly,50,19,11455.274555487798,11455.274555487802,0.0,0.0,0.0026490066225165563,0.0026490066225165,534,534,,,True
Pooled,50,19,39.60357495665285,39.60357495665277,0.02,0.02,0.8874172185430463,0.8874172185430463,542,542,,,True
RACE,50,19,34.03703094719914,34.03703094719916,0.02,0.02,0.856953642384106,0.856953642384106,542,542,0.45454545454545453,0.4545454545454545,True
SourceOnly,100,19,42.22916597679238,42.22916597679236,0.02,0.02,0.8543046357615894,0.8543046357615894,540,540,,,True
TargetOnly,100,19,14216.440258014956,14216.440258014998,0.0,0.0,0.0026490066225165563,0.0026490066225165,535,535,,,True
Pooled,100,19,37.366225751657666,37.36622575165771,0.0,0.0,0.9483443708609272,0.9483443708609272,542,542,,,True
RACE,100,19,38.50700285738843,38.507002857388414,0.0,0.0,0.7774834437086092,0.7774834437086092,542,542,0.625,0.625,True
